0.000,0.897,-0.018,-0.025,17.845
1.000,0.880,-0.043,0.010,17.547
2.000,0.879,-0.036,0.026,17.532
3.000,0.878,0.024,-0.011,17.288
4.000,0.897,0.007,0.013,17.140
5.000,0.878,0.000,0.023,17.096
6.000,0.892,-0.007,0.022,17.081
7.000,0.878,-0.006,0.029,16.864
8.000,0.874,-0.003,0.005,16.652
9.000,0.898,-0.013,0.026,16.418
10.000,0.876,0.000,-0.012,16.446
11.000,0.876,-0.004,0.003,16.257
12.000,0.878,-0.008,-0.003,16.324
13.000,0.878,-0.009,-0.030,16.073
14.000,0.896,-0.013,-0.033,15.867
15.000,0.896,-0.010,-0.036,15.568
16.000,0.878,0.006,-0.010,15.471
17.000,0.878,0.004,0.015,15.116
18.000,0.874,0.007,0.035,15.128
19.000,0.879,-0.014,0.065,14.799
20.000,1.000,-0.012,0.042,14.777
21.000,1.216,0.022,-0.030,14.602
22.000,1.436,0.019,-0.047,14.431
23.000,1.710,0.018,-0.038,14.452
24.000,1.919,-0.049,0.043,13.960
25.000,2.163,-0.012,0.021,12.802
26.000,2.396,-0.011,0.026,13.602
27.000,2.714,0.039,-0.020,13.289
28.000,2.955,0.013,-0.000,12.938
29.000,3.158,0.028,-0.022,12.802
30.000,3.406,0.020,-0.023,12.921
31.000,3.755,-0.000,-0.010,12.878
32.000,3.943,-0.020,-0.021,12.515
33.000,4.097,-0.023,0.021,12.404
34.000,4.464,-0.004,0.007,12.179
35.000,4.700,0.008,0.048,11.977
36.000,4.758,0.003,-0.001,11.738
37.000,4.808,0.011,-0.025,11.543
38.000,4.861,0.007,-0.029,11.158
39.000,4.904,0.007,-0.017,11.249
40.000,4.999,-0.009,0.001,10.075
