0.000,0.930,0.009,-0.006,18.006
1.000,0.933,0.006,-0.036,18.071
2.000,0.905,0.004,0.002,18.022
3.000,0.909,-0.010,-0.007,17.797
4.000,0.908,-0.004,0.005,17.578
5.000,0.929,-0.016,0.003,14.922
6.000,0.909,-0.030,0.005,17.273
7.000,0.908,-0.038,0.004,17.485
8.000,0.929,-0.026,-0.010,16.864
9.000,0.908,0.019,0.000,16.583
10.000,0.909,0.002,-0.007,16.446
11.000,0.912,0.005,-0.017,16.244
12.000,0.912,-0.038,-0.041,16.099
13.000,0.909,0.021,-0.026,15.880
14.000,0.909,0.016,0.020,15.629
15.000,0.908,0.063,0.061,15.447
16.000,0.929,0.026,0.046,15.303
17.000,0.909,0.033,-0.024,14.843
18.000,0.925,-0.020,-0.075,14.944
19.000,0.887,-0.030,-0.048,12.483
20.000,0.907,-0.038,-0.003,14.431
21.000,1.100,0.007,0.066,14.243
22.000,1.298,0.025,0.036,14.090
23.000,1.501,0.013,0.046,13.990
24.000,1.729,0.008,-0.025,13.735
25.000,1.989,-0.009,0.008,13.518
26.000,2.185,0.016,-0.041,13.407
27.000,2.487,-0.008,-0.002,13.137
28.000,2.684,0.008,-0.029,12.870
29.000,2.942,0.008,0.016,12.727
30.000,3.193,0.012,0.022,12.279
31.000,3.444,-0.000,0.002,12.279
32.000,3.694,-0.026,-0.003,12.149
33.000,3.947,-0.021,-0.037,11.969
34.000,4.203,-0.006,0.010,11.731
35.000,4.559,0.024,-0.003,11.536
36.000,4.685,0.015,0.001,11.341
37.000,4.746,-0.003,-0.017,11.050
38.000,4.794,-0.036,-0.014,10.968
39.000,4.945,-0.020,0.028,10.803
