0.000,0.901,0.014,-0.002,11.571
1.000,0.881,-0.000,0.004,12.596
2.000,0.881,0.000,-0.003,12.539
3.000,0.902,-0.002,0.007,11.475
4.000,0.881,0.004,0.001,12.073
5.000,0.902,-0.015,-0.002,11.031
6.000,0.881,-0.030,-0.014,11.668
7.000,0.902,-0.028,-0.007,11.509
8.000,0.881,-0.012,-0.034,11.281
9.000,0.881,0.034,-0.005,10.999
10.000,0.880,0.030,-0.023,10.773
11.000,0.901,0.026,-0.007,10.636
12.000,0.880,-0.020,-0.007,10.503
13.000,0.881,-0.027,0.006,10.230
14.000,0.884,-0.021,0.053,9.372
15.000,0.883,-0.007,0.017,9.873
16.000,0.883,0.013,0.051,9.768
17.000,0.883,0.010,-0.027,9.413
18.000,0.903,0.005,0.024,9.223
19.000,0.881,-0.006,-0.047,8.989
20.000,0.897,-0.013,0.002,8.762
21.000,0.902,-0.007,-0.060,8.485
22.000,1.003,-0.005,-0.003,8.238
23.000,1.206,0.021,-0.008,8.160
24.000,1.436,0.029,0.050,7.982
25.000,1.724,0.023,0.020,7.942
26.000,1.978,-0.002,0.004,7.932
27.000,2.196,-0.020,-0.036,7.985
28.000,2.517,-0.011,-0.030,7.932
29.000,2.710,-0.020,-0.003,7.925
30.000,3.020,0.011,0.024,7.668
31.000,3.237,-0.002,0.038,7.958
32.000,3.495,0.008,0.023,8.224
33.000,3.770,-0.015,0.022,8.876
34.000,4.027,-0.004,0.025,8.766
35.000,4.282,-0.004,0.013,8.926
36.000,4.504,-0.003,-0.033,9.113
37.000,4.701,0.001,-0.055,9.372
38.000,4.757,0.010,-0.054,9.778
39.000,4.796,0.020,-0.004,9.704
40.000,4.823,0.015,0.039,9.719
41.000,4.830,0.006,0.067,9.981
42.000,4.835,-0.003,0.066,9.853
43.000,4.839,-0.005,-0.007,9.935
