0.000,0.905,-0.005,0.013,17.893
1.000,0.905,0.024,0.024,17.578
2.000,0.903,0.012,-0.003,17.516
3.000,0.905,0.001,0.013,17.258
4.000,0.925,-0.003,0.000,87.191
5.000,0.903,0.007,-0.010,112.699
6.000,0.903,0.028,-0.016,16.638
7.000,0.903,0.010,-0.028,16.541
8.000,0.903,0.013,-0.012,16.244
9.000,0.924,-0.016,-0.019,11.817
10.000,0.906,-0.003,0.016,15.779
11.000,0.903,-0.010,0.012,15.116
12.000,0.928,0.007,0.032,12.802
13.000,0.925,0.003,0.015,12.612
14.000,0.918,-0.004,-0.001,15.268
15.000,0.925,-0.013,-0.031,14.933
16.000,0.903,-0.007,-0.031,14.755
17.000,0.903,-0.003,-0.010,14.569
18.000,0.903,0.000,0.043,14.378
19.000,0.903,-0.005,0.031,14.243
20.000,0.941,-0.008,0.030,13.950
21.000,1.182,-0.016,0.000,13.813
22.000,1.393,-0.012,-0.006,13.583
23.000,1.649,-0.019,0.016,13.407
24.000,1.879,-0.002,-0.013,13.129
25.000,2.067,-0.008,-0.004,12.998
26.000,2.302,0.039,-0.047,12.735
27.000,2.548,0.044,-0.025,12.499
28.000,2.805,0.037,0.010,12.388
29.000,3.141,-0.008,0.016,12.187
30.000,3.379,-0.036,0.032,11.940
31.000,3.588,-0.018,-0.005,11.242
32.000,3.846,-0.047,0.003,11.543
33.000,4.105,-0.026,-0.018,11.281
34.000,4.352,-0.049,-0.039,11.050
35.000,4.604,0.025,-0.014,10.870
36.000,4.810,0.031,-0.011,10.636
37.000,4.880,0.077,0.049,10.446
38.000,4.918,0.032,0.013,10.279
39.000,4.846,0.012,0.020,10.139
40.000,4.937,-0.029,-0.009,10.049
