0.000,0.880,-0.003,0.015,12.769
1.000,0.898,-0.003,-0.007,12.661
2.000,0.900,-0.015,0.010,12.694
3.000,0.901,-0.010,-0.079,12.580
4.000,0.881,-0.002,-0.065,12.318
5.000,0.879,0.016,-0.039,11.999
6.000,0.879,0.005,-0.003,11.838
7.000,0.879,0.004,-0.021,11.647
8.000,0.879,-0.010,-0.003,11.495
9.000,0.880,0.007,0.009,11.236
10.000,0.878,-0.007,0.033,11.088
11.000,0.895,0.008,-0.017,10.779
12.000,0.880,-0.001,-0.008,10.713
13.000,0.879,0.020,-0.021,10.532
14.000,0.879,0.010,0.039,10.379
15.000,0.880,0.016,0.014,10.296
16.000,0.901,-0.005,0.047,10.247
17.000,0.900,0.002,-0.023,10.091
18.000,0.898,-0.022,-0.004,9.507
19.000,0.880,-0.012,-0.053,10.096
20.000,0.963,-0.013,-0.023,9.773
21.000,1.113,0.011,-0.013,9.621
22.000,1.263,0.015,0.014,9.778
23.000,1.433,0.013,0.034,10.002
24.000,1.647,0.013,0.028,9.997
25.000,1.804,-0.001,0.017,9.997
26.000,2.074,-0.013,0.009,9.413
27.000,2.275,-0.026,-0.031,9.773
28.000,2.523,-0.015,-0.029,9.694
29.000,2.787,0.004,-0.041,9.516
30.000,2.904,0.018,0.022,9.423
31.000,3.097,0.026,0.017,9.281
32.000,3.260,0.011,0.038,9.109
33.000,3.436,-0.007,0.022,8.984
34.000,3.589,-0.064,0.039,8.810
35.000,3.765,-0.052,0.013,8.814
36.000,3.824,-0.039,-0.016,8.332
37.000,3.738,0.050,-0.036,8.650
38.000,3.823,0.033,-0.009,8.604
39.000,3.843,0.032,-0.008,8.534
40.000,3.953,-0.017,-0.001,8.538
41.000,3.921,0.013,-0.039,8.534
42.000,4.026,0.008,-0.012,8.573
43.000,3.969,0.026,0.027,8.492
44.000,4.146,-0.002,0.065,8.178
45.000,4.077,-0.000,0.046,8.447
46.000,4.109,-0.018,-0.014,8.443
47.000,4.139,-0.008,-0.044,8.443
48.000,4.146,0.000,-0.022,8.428
49.000,4.170,0.026,-0.016,8.443
50.000,4.177,0.020,0.004,8.387
51.000,4.282,-0.004,-0.033,8.012
52.000,4.198,-0.030,-0.003,8.451
53.000,4.299,-0.026,-0.003,8.402
54.000,4.207,0.008,0.023,8.387
55.000,4.211,0.005,0.023,8.432
56.000,4.214,0.016,0.008,8.417
57.000,4.222,-0.010,0.000,8.395
