0.000,0.879,-0.012,0.025,134.817
1.000,0.878,-0.004,0.019,134.817
2.000,0.881,0.010,0.016,134.817
3.000,0.879,0.006,-0.037,125.868
4.000,0.880,0.005,-0.036,28.636
5.000,0.902,-0.012,-0.009,20.466
6.000,0.898,-0.020,0.028,20.158
7.000,0.879,-0.013,0.029,19.860
8.000,0.880,0.007,0.045,19.821
9.000,0.881,0.023,-0.002,19.551
10.000,0.879,0.010,-0.012,19.344
11.000,0.879,0.006,-0.056,78.234
12.000,0.879,0.005,-0.005,134.817
13.000,0.900,0.004,0.007,134.025
14.000,0.879,-0.018,0.045,134.817
15.000,0.879,-0.023,0.024,134.817
16.000,0.881,-0.014,0.019,134.817
17.000,0.879,0.002,-0.014,134.817
18.000,0.895,0.016,-0.044,134.025
19.000,0.880,0.013,-0.039,134.817
20.000,0.879,0.030,0.009,134.817
21.000,0.900,-0.006,0.016,134.025
22.000,0.883,-0.015,0.046,134.817
23.000,0.854,-0.044,0.012,134.817
24.000,0.878,-0.009,0.037,134.817
25.000,0.884,0.003,-0.001,134.025
26.000,0.881,0.035,-0.011,16.073
27.000,0.879,0.020,-0.008,15.829
28.000,0.880,0.013,-0.032,15.654
29.000,0.898,-0.014,-0.025,15.303
30.000,0.879,0.005,-0.040,15.093
31.000,0.879,0.012,-0.002,14.956
32.000,0.859,0.037,0.001,14.602
33.000,0.879,0.011,0.002,14.441
34.000,0.901,0.002,0.004,14.233
35.000,1.062,-0.038,0.016,14.130
36.000,1.212,-0.030,0.029,13.960
37.000,1.349,-0.011,0.002,14.040
38.000,1.459,0.021,-0.008,13.852
39.000,1.537,0.041,-0.027,13.583
40.000,1.564,0.009,-0.023,13.389
41.000,1.580,-0.005,-0.019,13.546
42.000,1.625,-0.041,0.003,13.361
43.000,1.584,-0.023,0.027,13.707
44.000,1.627,-0.015,0.019,12.364
45.000,1.591,0.002,0.016,13.435
46.000,1.591,0.006,-0.001,13.407
47.000,1.591,0.003,0.006,13.555
48.000,1.621,0.003,-0.006,13.298
49.000,1.594,-0.001,0.003,13.334
50.000,1.594,-0.008,0.011,13.316
51.000,1.593,-0.006,0.007,13.190
52.000,1.594,0.011,0.001,13.280
