"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.768"	"-0.009"	"-0.004"	"17.501"
"1.000"	"0.768"	"-0.058"	"0.033"	"17.813"
"2.000"	"0.791"	"-0.020"	"-0.018"	"17.813"
"3.000"	"0.768"	"0.006"	"-0.003"	"17.485"
"4.000"	"0.786"	"0.023"	"-0.015"	"17.547"
"5.000"	"0.768"	"0.016"	"0.010"	"17.364"
"6.000"	"0.787"	"-0.002"	"-0.016"	"17.184"
"7.000"	"0.769"	"-0.001"	"-0.007"	"16.864"
"8.000"	"0.767"	"-0.007"	"-0.000"	"16.624"
"9.000"	"0.768"	"0.014"	"0.020"	"16.473"
"10.000"	"0.769"	"0.005"	"0.003"	"16.284"
"11.000"	"0.767"	"0.001"	"0.000"	"16.151"
"12.000"	"0.781"	"-0.019"	"0.003"	"15.327"
"13.000"	"0.768"	"0.007"	"0.000"	"15.716"
"14.000"	"0.767"	"0.011"	"-0.012"	"15.507"
"15.000"	"0.769"	"0.014"	"-0.015"	"13.881"
"16.000"	"0.768"	"-0.006"	"-0.008"	"15.116"
"17.000"	"0.769"	"-0.009"	"0.016"	"14.933"
"18.000"	"0.773"	"-0.017"	"0.024"	"14.613"
"19.000"	"0.769"	"-0.014"	"0.029"	"14.452"
"20.000"	"0.769"	"0.007"	"-0.000"	"14.295"
"21.000"	"0.771"	"0.017"	"-0.018"	"13.970"
"22.000"	"0.782"	"0.009"	"0.007"	"13.832"
"23.000"	"0.781"	"-0.025"	"0.029"	"12.364"
"24.000"	"0.774"	"-0.016"	"0.020"	"13.343"
"25.000"	"0.768"	"-0.001"	"-0.035"	"13.111"
"26.000"	"0.770"	"0.023"	"-0.030"	"13.085"
"27.000"	"1.038"	"0.007"	"0.022"	"11.738"
"28.000"	"1.304"	"0.000"	"0.063"	"12.372"
"29.000"	"1.570"	"-0.002"	"0.027"	"12.420"
"30.000"	"1.874"	"0.004"	"-0.050"	"12.187"
"31.000"	"2.131"	"-0.005"	"-0.044"	"11.992"
"32.000"	"2.336"	"-0.013"	"-0.036"	"11.401"
"33.000"	"2.588"	"-0.016"	"0.027"	"11.571"
"34.000"	"2.839"	"0.000"	"-0.016"	"11.334"
"35.000"	"3.079"	"0.028"	"-0.007"	"11.262"
"36.000"	"3.296"	"0.047"	"-0.049"	"10.987"
"37.000"	"3.585"	"0.031"	"-0.020"	"10.117"
"38.000"	"3.746"	"-0.019"	"0.016"	"10.625"
"39.000"	"3.976"	"-0.039"	"0.053"	"10.458"
"40.000"	"4.203"	"-0.030"	"0.059"	"10.230"
"41.000"	"4.504"	"-0.008"	"0.015"	"9.372"
"42.000"	"4.626"	"-0.011"	"0.015"	"9.833"
"43.000"	"4.718"	"-0.013"	"0.008"	"9.665"
"44.000"	"4.727"	"0.014"	"0.001"	"9.674"
