"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.732"	"-0.007"	"0.000"	"20.445"
"1.000"	"0.732"	"0.007"	"0.011"	"20.078"
"2.000"	"0.734"	"0.015"	"-0.013"	"20.118"
"3.000"	"0.731"	"0.023"	"-0.018"	"20.138"
"4.000"	"0.734"	"0.014"	"-0.026"	"19.743"
"5.000"	"0.748"	"-0.003"	"-0.011"	"19.919"
"6.000"	"0.747"	"-0.019"	"-0.014"	"19.647"
"7.000"	"0.732"	"-0.017"	"-0.007"	"19.233"
"8.000"	"0.746"	"0.018"	"-0.014"	"19.014"
"9.000"	"0.750"	"0.024"	"-0.008"	"16.060"
"10.000"	"0.748"	"0.028"	"-0.007"	"18.678"
"11.000"	"0.730"	"-0.011"	"-0.011"	"18.403"
"12.000"	"0.731"	"0.010"	"-0.008"	"18.136"
"13.000"	"0.730"	"-0.002"	"-0.004"	"18.153"
"14.000"	"0.753"	"0.017"	"0.020"	"17.781"
"15.000"	"0.732"	"-0.014"	"0.011"	"15.483"
"16.000"	"0.753"	"-0.012"	"0.007"	"17.593"
"17.000"	"0.735"	"-0.029"	"-0.010"	"17.318"
"18.000"	"0.730"	"-0.015"	"0.016"	"17.318"
"19.000"	"0.748"	"0.001"	"0.022"	"16.921"
"20.000"	"0.732"	"0.016"	"0.034"	"16.835"
"21.000"	"0.731"	"0.016"	"-0.009"	"16.624"
"22.000"	"0.750"	"-0.008"	"0.013"	"16.473"
"23.000"	"0.748"	"-0.005"	"-0.023"	"14.212"
"24.000"	"0.732"	"-0.007"	"0.012"	"16.060"
"25.000"	"0.729"	"0.002"	"-0.046"	"15.855"
"26.000"	"0.730"	"-0.006"	"-0.003"	"15.471"
"27.000"	"0.732"	"-0.017"	"-0.022"	"15.483"
"28.000"	"0.732"	"-0.010"	"0.014"	"15.291"
"29.000"	"0.732"	"-0.008"	"-0.002"	"14.933"
"30.000"	"0.730"	"0.013"	"0.013"	"14.733"
"31.000"	"0.732"	"0.014"	"0.036"	"14.602"
"32.000"	"0.781"	"0.021"	"0.026"	"14.295"
"33.000"	"1.028"	"0.020"	"0.037"	"14.151"
"34.000"	"1.274"	"0.005"	"-0.012"	"13.861"
"35.000"	"1.531"	"-0.014"	"0.010"	"13.669"
"36.000"	"1.732"	"-0.030"	"-0.022"	"13.565"
"37.000"	"1.957"	"-0.023"	"0.012"	"13.407"
"38.000"	"2.198"	"0.001"	"0.003"	"13.280"
"39.000"	"2.463"	"0.013"	"0.010"	"12.989"
"40.000"	"2.719"	"0.022"	"-0.015"	"12.878"
"41.000"	"2.977"	"0.017"	"-0.029"	"12.653"
"42.000"	"3.334"	"0.021"	"-0.009"	"12.467"
"43.000"	"3.582"	"0.019"	"0.003"	"12.171"
"44.000"	"3.617"	"0.009"	"0.002"	"12.179"
