"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.747"	"0.004"	"-0.011"	"15.729"
"1.000"	"0.767"	"-0.002"	"0.014"	"13.803"
"2.000"	"0.747"	"-0.017"	"0.001"	"15.303"
"3.000"	"0.767"	"0.000"	"0.003"	"13.822"
"4.000"	"0.747"	"-0.005"	"0.004"	"15.327"
"5.000"	"0.746"	"-0.001"	"0.010"	"15.315"
"6.000"	"0.748"	"-0.005"	"0.007"	"15.128"
"7.000"	"0.745"	"-0.000"	"-0.001"	"15.495"
"8.000"	"0.747"	"0.000"	"-0.000"	"15.303"
"9.000"	"0.748"	"0.000"	"-0.001"	"15.327"
"10.000"	"0.747"	"-0.000"	"-0.000"	"15.315"
"11.000"	"0.748"	"0.000"	"-0.000"	"15.303"
"12.000"	"0.747"	"-0.000"	"-0.001"	"15.303"
"13.000"	"0.751"	"0.000"	"-0.002"	"15.315"
"14.000"	"0.746"	"-0.001"	"-0.000"	"15.303"
"15.000"	"0.764"	"-0.000"	"0.000"	"13.640"
"16.000"	"0.758"	"0.000"	"0.001"	"15.375"
"17.000"	"0.748"	"0.002"	"-0.001"	"15.339"
"18.000"	"0.748"	"0.001"	"0.000"	"15.327"
"19.000"	"0.747"	"0.000"	"0.000"	"15.303"
"20.000"	"0.745"	"-0.001"	"0.001"	"15.128"
"21.000"	"0.764"	"-0.001"	"0.000"	"13.640"
"22.000"	"0.750"	"-0.000"	"0.003"	"15.363"
"23.000"	"0.748"	"0.000"	"0.002"	"15.315"
"24.000"	"0.762"	"0.000"	"0.001"	"12.620"
"25.000"	"0.748"	"0.000"	"-0.003"	"15.339"
"26.000"	"0.746"	"-0.001"	"-0.002"	"15.303"
"27.000"	"0.747"	"0.000"	"-0.001"	"15.351"
"28.000"	"0.765"	"0.001"	"0.000"	"15.339"
"29.000"	"0.748"	"0.002"	"0.000"	"15.315"
"30.000"	"0.762"	"0.000"	"0.001"	"15.315"
"31.000"	"0.752"	"0.000"	"-0.000"	"15.303"
"32.000"	"0.746"	"-0.001"	"0.000"	"15.139"
"33.000"	"0.747"	"-0.000"	"-0.001"	"15.197"
"34.000"	"0.751"	"-0.000"	"0.000"	"15.221"
"35.000"	"0.765"	"0.001"	"-0.001"	"15.495"
"36.000"	"0.748"	"0.000"	"0.000"	"15.507"
"37.000"	"0.746"	"0.001"	"-0.001"	"15.483"
"38.000"	"0.745"	"0.001"	"0.001"	"15.315"
"39.000"	"0.752"	"0.003"	"0.000"	"15.315"
"40.000"	"0.768"	"0.000"	"0.002"	"15.363"
