"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.759"	"0.011"	"0.011"	"18.713"
"1.000"	"0.760"	"-0.009"	"0.016"	"18.660"
"2.000"	"0.760"	"-0.007"	"0.007"	"18.678"
"3.000"	"0.779"	"-0.016"	"-0.009"	"18.695"
"4.000"	"0.760"	"-0.003"	"-0.010"	"18.420"
"5.000"	"0.760"	"-0.002"	"-0.002"	"16.231"
"6.000"	"0.740"	"0.007"	"-0.011"	"18.038"
"7.000"	"0.760"	"0.003"	"-0.007"	"17.813"
"8.000"	"0.779"	"-0.000"	"-0.017"	"17.797"
"9.000"	"0.780"	"0.004"	"0.003"	"17.516"
"10.000"	"0.759"	"0.015"	"-0.019"	"17.288"
"11.000"	"0.760"	"0.010"	"0.012"	"17.066"
"12.000"	"0.782"	"0.001"	"-0.010"	"17.096"
"13.000"	"0.760"	"-0.010"	"0.005"	"16.950"
"14.000"	"0.782"	"0.005"	"-0.012"	"16.680"
"15.000"	"0.775"	"0.010"	"0.006"	"16.125"
"16.000"	"0.775"	"0.001"	"0.020"	"14.559"
"17.000"	"0.778"	"-0.017"	"0.016"	"16.125"
"18.000"	"0.759"	"-0.026"	"0.022"	"15.880"
"19.000"	"0.754"	"-0.018"	"0.016"	"15.654"
"20.000"	"0.764"	"-0.005"	"0.025"	"15.471"
"21.000"	"0.760"	"0.003"	"0.001"	"15.186"
"22.000"	"0.742"	"0.012"	"-0.020"	"14.967"
"23.000"	"0.779"	"-0.010"	"-0.025"	"14.832"
"24.000"	"0.767"	"0.001"	"-0.030"	"14.623"
"25.000"	"0.737"	"-0.001"	"-0.022"	"14.305"
"26.000"	"0.784"	"0.016"	"-0.006"	"12.963"
"27.000"	"0.767"	"0.014"	"0.008"	"14.020"
"28.000"	"0.765"	"0.008"	"0.023"	"13.650"
"29.000"	"0.758"	"0.019"	"-0.023"	"13.555"
"30.000"	"0.760"	"0.007"	"-0.014"	"13.298"
"31.000"	"0.804"	"0.003"	"-0.014"	"13.208"
"32.000"	"1.014"	"-0.028"	"0.026"	"13.032"
"33.000"	"1.226"	"-0.040"	"0.028"	"12.645"
"34.000"	"1.466"	"-0.019"	"0.018"	"12.412"
"35.000"	"1.678"	"-0.010"	"0.014"	"12.294"
"36.000"	"1.930"	"0.021"	"0.007"	"11.977"
"37.000"	"2.181"	"-0.001"	"0.001"	"11.745"
"38.000"	"2.430"	"0.021"	"-0.007"	"11.654"
"39.000"	"2.689"	"0.005"	"-0.026"	"11.455"
"40.000"	"2.932"	"-0.011"	"-0.003"	"11.268"
"41.000"	"3.260"	"0.001"	"-0.018"	"11.100"
"42.000"	"3.428"	"-0.002"	"0.012"	"10.900"
"43.000"	"3.678"	"0.052"	"-0.031"	"10.707"
"44.000"	"3.820"	"0.001"	"0.011"	"10.660"
