"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.883"	"0.016"	"0.015"	"15.605"
"1.000"	"0.884"	"0.023"	"-0.007"	"15.593"
"2.000"	"0.884"	"0.012"	"-0.029"	"15.679"
"3.000"	"0.881"	"-0.004"	"-0.034"	"13.960"
"4.000"	"0.883"	"-0.025"	"-0.002"	"15.303"
"5.000"	"0.880"	"-0.007"	"0.020"	"14.944"
"6.000"	"0.883"	"0.003"	"0.024"	"14.733"
"7.000"	"0.883"	"0.009"	"0.010"	"14.399"
"8.000"	"0.881"	"0.013"	"-0.016"	"14.243"
"9.000"	"0.881"	"-0.003"	"-0.013"	"13.990"
"10.000"	"0.881"	"0.001"	"-0.003"	"11.223"
"11.000"	"0.883"	"-0.010"	"0.033"	"13.527"
"12.000"	"0.883"	"0.005"	"0.023"	"13.253"
"13.000"	"0.881"	"-0.003"	"0.020"	"13.032"
"14.000"	"0.880"	"-0.003"	"-0.021"	"12.628"
"15.000"	"0.881"	"-0.024"	"0.003"	"12.483"
"16.000"	"0.884"	"-0.018"	"-0.011"	"12.149"
"17.000"	"1.069"	"-0.014"	"0.002"	"12.058"
"18.000"	"1.311"	"0.011"	"-0.014"	"11.788"
"19.000"	"1.488"	"0.016"	"-0.027"	"11.661"
"20.000"	"1.708"	"0.009"	"0.007"	"11.455"
"21.000"	"1.919"	"-0.010"	"-0.003"	"11.448"
"22.000"	"2.136"	"-0.014"	"0.014"	"11.441"
"23.000"	"2.411"	"0.010"	"-0.025"	"11.434"
"24.000"	"2.555"	"0.024"	"-0.043"	"11.522"
"25.000"	"2.764"	"0.026"	"-0.016"	"11.434"
"26.000"	"3.007"	"0.002"	"0.003"	"10.044"
"27.000"	"3.263"	"-0.007"	"0.063"	"11.255"
"28.000"	"3.523"	"-0.007"	"0.017"	"11.069"
"29.000"	"3.898"	"0.007"	"0.016"	"10.968"
"30.000"	"4.152"	"0.016"	"-0.025"	"10.809"
"31.000"	"4.288"	"0.008"	"0.008"	"9.358"
"32.000"	"4.557"	"0.001"	"0.003"	"9.236"
"33.000"	"4.705"	"-0.015"	"0.007"	"10.187"
"34.000"	"4.734"	"-0.010"	"-0.007"	"10.139"
"35.000"	"4.749"	"-0.011"	"-0.017"	"10.054"
"36.000"	"4.757"	"0.007"	"-0.013"	"9.031"
"37.000"	"4.777"	"0.007"	"-0.016"	"9.986"
"38.000"	"4.799"	"0.006"	"0.010"	"9.828"
"39.000"	"4.811"	"-0.009"	"0.013"	"9.833"
"40.000"	"4.821"	"-0.008"	"0.023"	"9.838"
"41.000"	"4.824"	"-0.001"	"0.004"	"9.758"
"42.000"	"4.829"	"0.017"	"0.013"	"9.753"
