"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.767"	"-0.008"	"-0.011"	"19.840"
"1.000"	"0.767"	"0.000"	"-0.007"	"19.532"
"2.000"	"0.764"	"0.012"	"-0.028"	"17.037"
"3.000"	"0.765"	"0.010"	"-0.029"	"19.860"
"4.000"	"0.771"	"0.005"	"-0.030"	"19.532"
"5.000"	"0.764"	"-0.023"	"0.047"	"19.196"
"6.000"	"0.765"	"-0.001"	"0.039"	"19.215"
"7.000"	"0.785"	"-0.024"	"0.040"	"18.678"
"8.000"	"0.767"	"0.010"	"-0.011"	"18.437"
"9.000"	"0.767"	"-0.041"	"-0.012"	"18.269"
"10.000"	"0.768"	"0.011"	"-0.010"	"18.169"
"11.000"	"0.767"	"-0.005"	"-0.022"	"17.941"
"12.000"	"0.765"	"0.055"	"-0.005"	"17.797"
"13.000"	"0.768"	"0.007"	"0.005"	"15.531"
"14.000"	"0.767"	"0.010"	"-0.006"	"17.547"
"15.000"	"0.767"	"-0.045"	"-0.014"	"17.052"
"16.000"	"0.767"	"-0.007"	"-0.013"	"17.052"
"17.000"	"0.762"	"-0.008"	"0.052"	"14.711"
"18.000"	"0.784"	"0.033"	"0.058"	"16.666"
"19.000"	"0.785"	"-0.005"	"0.012"	"16.231"
"20.000"	"0.765"	"0.005"	"-0.070"	"16.047"
"21.000"	"0.785"	"-0.009"	"-0.077"	"15.855"
"22.000"	"0.779"	"0.019"	"-0.030"	"15.654"
"23.000"	"0.767"	"0.012"	"0.026"	"15.483"
"24.000"	"0.765"	"0.012"	"0.034"	"15.280"
"25.000"	"0.767"	"0.007"	"0.017"	"14.922"
"26.000"	"0.767"	"-0.000"	"0.007"	"14.755"
"27.000"	"0.803"	"0.014"	"-0.002"	"14.505"
"28.000"	"1.090"	"-0.003"	"0.017"	"12.929"
"29.000"	"1.331"	"0.010"	"0.004"	"12.802"
"30.000"	"1.576"	"-0.031"	"0.023"	"13.832"
"31.000"	"1.783"	"0.009"	"-0.022"	"12.483"
"32.000"	"2.019"	"-0.020"	"0.007"	"13.425"
"33.000"	"2.281"	"0.016"	"-0.023"	"13.155"
"34.000"	"2.515"	"-0.017"	"0.015"	"12.998"
"35.000"	"2.753"	"0.013"	"-0.033"	"12.744"
"36.000"	"3.003"	"-0.005"	"-0.014"	"12.515"
"37.000"	"3.260"	"-0.003"	"-0.030"	"12.427"
"38.000"	"3.512"	"-0.007"	"0.001"	"11.255"
"39.000"	"3.824"	"0.013"	"-0.005"	"11.962"
"40.000"	"3.840"	"0.016"	"0.013"	"11.853"
"41.000"	"3.845"	"0.004"	"0.021"	"11.860"
"42.000"	"3.848"	"-0.014"	"0.035"	"11.860"
"43.000"	"3.955"	"-0.015"	"0.012"	"11.774"
"44.000"	"3.909"	"-0.013"	"-0.000"	"11.738"
