"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.768"	"0.007"	"-0.011"	"72.546"
"1.000"	"0.756"	"0.013"	"-0.007"	"18.713"
"2.000"	"0.758"	"-0.009"	"0.007"	"16.907"
"3.000"	"0.754"	"-0.011"	"-0.001"	"18.713"
"4.000"	"0.754"	"-0.011"	"-0.005"	"18.202"
"5.000"	"0.754"	"-0.007"	"-0.015"	"18.186"
"6.000"	"0.758"	"-0.010"	"0.000"	"17.957"
"7.000"	"0.754"	"-0.024"	"0.020"	"17.750"
"8.000"	"0.754"	"-0.008"	"0.014"	"14.452"
"9.000"	"0.753"	"0.010"	"0.006"	"17.547"
"10.000"	"0.756"	"0.023"	"-0.019"	"17.318"
"11.000"	"0.754"	"0.019"	"-0.001"	"17.140"
"12.000"	"0.769"	"0.020"	"-0.005"	"16.793"
"13.000"	"0.753"	"0.001"	"0.006"	"16.611"
"14.000"	"0.753"	"-0.023"	"0.005"	"16.391"
"15.000"	"0.754"	"-0.043"	"0.007"	"16.244"
"16.000"	"0.773"	"-0.026"	"0.000"	"13.129"
"17.000"	"0.752"	"0.004"	"-0.011"	"15.855"
"18.000"	"0.754"	"0.014"	"-0.020"	"134.025"
"19.000"	"0.771"	"0.013"	"-0.007"	"12.811"
"20.000"	"0.753"	"0.007"	"-0.015"	"67.818"
"21.000"	"0.752"	"0.012"	"-0.001"	"14.911"
"22.000"	"0.758"	"0.006"	"-0.014"	"14.744"
"23.000"	"0.767"	"0.006"	"-0.004"	"14.591"
"24.000"	"0.757"	"-0.013"	"0.041"	"14.284"
"25.000"	"0.752"	"0.017"	"0.034"	"14.161"
"26.000"	"0.760"	"0.013"	"0.026"	"12.021"
"27.000"	"0.753"	"0.023"	"-0.043"	"13.688"
"28.000"	"0.735"	"-0.013"	"-0.037"	"13.407"
"29.000"	"0.950"	"-0.029"	"0.006"	"13.271"
"30.000"	"1.198"	"-0.020"	"0.023"	"10.950"
"31.000"	"1.432"	"-0.015"	"0.052"	"12.760"
"32.000"	"1.685"	"0.009"	"-0.013"	"12.645"
"33.000"	"1.979"	"-0.006"	"-0.004"	"12.435"
"34.000"	"2.185"	"0.013"	"-0.052"	"12.088"
"35.000"	"2.482"	"-0.001"	"-0.014"	"11.947"
"36.000"	"2.693"	"0.006"	"-0.005"	"11.724"
"37.000"	"2.950"	"0.001"	"0.016"	"11.529"
"38.000"	"3.275"	"0.001"	"0.025"	"11.341"
"39.000"	"3.450"	"0.009"	"0.008"	"9.803"
"40.000"	"3.689"	"0.016"	"0.001"	"10.870"
"41.000"	"4.016"	"0.020"	"-0.015"	"9.813"
"42.000"	"4.177"	"0.013"	"-0.017"	"10.521"
"43.000"	"4.531"	"-0.031"	"0.010"	"9.048"
"44.000"	"4.443"	"-0.032"	"0.002"	"10.274"
