"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.775"	"-0.005"	"0.009"	"20.098"
"1.000"	"0.771"	"0.003"	"0.010"	"20.158"
"2.000"	"0.773"	"0.013"	"0.001"	"17.609"
"3.000"	"0.771"	"0.009"	"-0.013"	"19.840"
"4.000"	"0.754"	"0.007"	"-0.011"	"19.860"
"5.000"	"0.756"	"0.003"	"-0.016"	"19.513"
"6.000"	"0.756"	"0.005"	"-0.010"	"19.178"
"7.000"	"0.756"	"0.010"	"-0.008"	"18.942"
"8.000"	"0.753"	"0.022"	"0.010"	"16.652"
"9.000"	"0.770"	"0.007"	"-0.003"	"18.713"
"10.000"	"0.769"	"-0.009"	"-0.018"	"18.471"
"11.000"	"0.754"	"-0.034"	"-0.010"	"18.437"
"12.000"	"0.756"	"-0.016"	"0.018"	"18.169"
"13.000"	"0.753"	"-0.003"	"0.040"	"18.022"
"14.000"	"0.769"	"0.016"	"0.010"	"17.766"
"15.000"	"0.756"	"0.003"	"0.007"	"17.516"
"16.000"	"0.754"	"0.010"	"-0.013"	"17.288"
"17.000"	"0.752"	"-0.017"	"0.001"	"17.096"
"18.000"	"0.756"	"-0.008"	"-0.026"	"16.965"
"19.000"	"0.754"	"-0.013"	"-0.008"	"16.666"
"20.000"	"0.774"	"0.022"	"-0.019"	"16.541"
"21.000"	"0.756"	"0.013"	"0.002"	"16.284"
"22.000"	"0.776"	"0.013"	"0.006"	"14.295"
"23.000"	"0.752"	"0.005"	"0.022"	"15.855"
"24.000"	"0.757"	"0.008"	"-0.002"	"15.642"
"25.000"	"0.754"	"0.001"	"-0.021"	"15.459"
"26.000"	"0.760"	"-0.007"	"-0.045"	"15.315"
"27.000"	"0.735"	"-0.001"	"-0.003"	"15.139"
"28.000"	"0.753"	"-0.000"	"0.014"	"14.777"
"29.000"	"0.770"	"-0.007"	"0.023"	"13.059"
"30.000"	"0.754"	"-0.020"	"0.012"	"14.462"
"31.000"	"0.752"	"-0.014"	"-0.003"	"14.130"
"32.000"	"0.756"	"-0.003"	"0.023"	"14.000"
"33.000"	"0.990"	"0.006"	"-0.005"	"13.832"
"34.000"	"1.210"	"0.019"	"0.005"	"13.546"
"35.000"	"1.442"	"0.007"	"-0.007"	"13.425"
"36.000"	"1.718"	"-0.001"	"-0.004"	"13.190"
"37.000"	"1.981"	"-0.024"	"-0.002"	"12.946"
"38.000"	"2.157"	"-0.015"	"-0.020"	"12.777"
"39.000"	"2.388"	"0.007"	"0.014"	"12.539"
"40.000"	"2.539"	"0.001"	"0.018"	"12.372"
"41.000"	"2.882"	"-0.002"	"0.036"	"12.179"
"42.000"	"3.159"	"-0.023"	"0.007"	"11.947"
"43.000"	"3.422"	"0.002"	"-0.007"	"11.753"
"44.000"	"3.563"	"0.025"	"-0.016"	"11.633"
