"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.785"	"-0.039"	"0.001"	"16.750"
"1.000"	"0.765"	"-0.007"	"-0.016"	"19.821"
"2.000"	"0.784"	"0.019"	"-0.043"	"19.801"
"3.000"	"0.787"	"0.052"	"0.003"	"19.513"
"4.000"	"0.781"	"0.044"	"0.004"	"19.251"
"5.000"	"0.767"	"-0.010"	"0.023"	"19.251"
"6.000"	"0.764"	"-0.051"	"0.013"	"18.713"
"7.000"	"0.771"	"-0.047"	"0.005"	"18.660"
"8.000"	"0.765"	"-0.035"	"0.049"	"18.403"
"9.000"	"0.767"	"0.015"	"0.056"	"18.437"
"10.000"	"0.768"	"0.027"	"0.049"	"18.186"
"11.000"	"0.765"	"0.059"	"0.001"	"18.038"
"12.000"	"0.770"	"0.055"	"-0.066"	"17.813"
"13.000"	"0.768"	"0.002"	"-0.003"	"17.578"
"14.000"	"0.765"	"0.014"	"-0.035"	"17.023"
"15.000"	"0.768"	"-0.045"	"0.019"	"17.349"
"16.000"	"0.767"	"0.028"	"-0.077"	"16.893"
"17.000"	"0.767"	"-0.034"	"-0.018"	"16.624"
"18.000"	"0.767"	"0.036"	"-0.033"	"16.432"
"19.000"	"0.767"	"-0.029"	"0.011"	"14.378"
"20.000"	"0.771"	"0.000"	"-0.017"	"16.060"
"21.000"	"0.786"	"-0.056"	"0.023"	"15.842"
"22.000"	"0.767"	"-0.013"	"0.065"	"15.679"
"23.000"	"0.765"	"0.008"	"0.034"	"15.483"
"24.000"	"0.790"	"0.040"	"0.004"	"15.128"
"25.000"	"0.767"	"0.026"	"-0.024"	"15.001"
"26.000"	"0.767"	"-0.003"	"0.046"	"14.733"
"27.000"	"0.768"	"-0.004"	"0.048"	"14.602"
"28.000"	"0.767"	"-0.016"	"0.022"	"14.441"
"29.000"	"0.765"	"-0.011"	"0.008"	"14.295"
"30.000"	"0.786"	"-0.014"	"-0.013"	"12.372"
"31.000"	"0.767"	"0.018"	"-0.014"	"14.000"
"32.000"	"0.785"	"0.042"	"-0.048"	"12.233"
"33.000"	"0.800"	"0.026"	"-0.019"	"13.537"
"34.000"	"1.014"	"-0.004"	"0.024"	"13.389"
"35.000"	"1.204"	"-0.046"	"0.033"	"12.895"
"36.000"	"1.403"	"-0.023"	"0.043"	"12.491"
"37.000"	"1.594"	"-0.006"	"-0.006"	"12.645"
"38.000"	"1.713"	"0.039"	"-0.004"	"12.727"
"39.000"	"1.921"	"0.020"	"-0.027"	"12.404"
"40.000"	"2.086"	"-0.008"	"-0.001"	"12.302"
"41.000"	"2.352"	"-0.032"	"-0.019"	"11.536"
"42.000"	"2.570"	"-0.030"	"-0.028"	"11.361"
"43.000"	"2.776"	"-0.010"	"-0.022"	"11.081"
