"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.747"	"0.011"	"-0.014"	"17.273"
"1.000"	"0.730"	"0.013"	"0.022"	"19.939"
"2.000"	"0.728"	"-0.007"	"0.022"	"20.118"
"3.000"	"0.741"	"-0.019"	"0.000"	"19.860"
"4.000"	"0.732"	"-0.021"	"-0.018"	"19.570"
"5.000"	"0.732"	"0.005"	"0.004"	"19.551"
"6.000"	"0.729"	"0.016"	"-0.004"	"19.233"
"7.000"	"0.730"	"0.026"	"-0.020"	"19.270"
"8.000"	"0.748"	"0.011"	"-0.030"	"18.942"
"9.000"	"0.730"	"0.010"	"0.028"	"18.748"
"10.000"	"0.730"	"-0.014"	"0.079"	"18.386"
"11.000"	"0.728"	"0.012"	"0.046"	"18.386"
"12.000"	"0.747"	"-0.018"	"-0.031"	"18.169"
"13.000"	"0.730"	"-0.007"	"-0.071"	"18.038"
"14.000"	"0.747"	"-0.035"	"0.002"	"15.422"
"15.000"	"0.730"	"0.000"	"0.052"	"17.578"
"16.000"	"0.746"	"0.004"	"0.033"	"15.093"
"17.000"	"0.729"	"-0.005"	"-0.033"	"17.303"
"18.000"	"0.730"	"-0.006"	"-0.078"	"17.081"
"19.000"	"0.729"	"0.006"	"-0.063"	"16.821"
"20.000"	"0.729"	"0.020"	"-0.016"	"16.597"
"21.000"	"0.731"	"0.017"	"0.010"	"16.446"
"22.000"	"0.730"	"-0.006"	"0.024"	"16.060"
"23.000"	"0.729"	"0.015"	"-0.033"	"15.880"
"24.000"	"0.730"	"0.010"	"-0.018"	"13.755"
"25.000"	"0.730"	"0.034"	"-0.008"	"15.495"
"26.000"	"0.730"	"-0.013"	"0.034"	"14.821"
"27.000"	"0.730"	"-0.013"	"0.020"	"14.956"
"28.000"	"0.746"	"-0.012"	"-0.016"	"14.766"
"29.000"	"0.726"	"0.026"	"-0.010"	"14.569"
"30.000"	"0.728"	"0.019"	"-0.011"	"14.110"
"31.000"	"0.729"	"-0.007"	"0.015"	"14.000"
"32.000"	"0.729"	"-0.017"	"0.010"	"13.861"
"33.000"	"0.743"	"-0.016"	"0.015"	"13.574"
"34.000"	"0.729"	"0.002"	"0.018"	"13.173"
"35.000"	"0.746"	"-0.005"	"0.023"	"13.093"
"36.000"	"0.742"	"-0.001"	"0.051"	"12.637"
"37.000"	"0.742"	"-0.010"	"0.034"	"12.404"
"38.000"	"0.764"	"-0.007"	"0.022"	"12.279"
"39.000"	"0.985"	"-0.020"	"-0.041"	"12.164"
"40.000"	"1.198"	"-0.009"	"-0.041"	"11.846"
"41.000"	"1.434"	"-0.010"	"-0.079"	"11.668"
"42.000"	"1.709"	"0.019"	"-0.026"	"10.258"
"43.000"	"1.921"	"-0.013"	"-0.003"	"11.069"
"44.000"	"1.943"	"-0.008"	"0.045"	"11.081"
