"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.720"	"0.001"	"-0.026"	"17.303"
"1.000"	"0.719"	"-0.014"	"-0.038"	"13.093"
"2.000"	"0.720"	"-0.033"	"-0.007"	"17.273"
"3.000"	"0.720"	"-0.016"	"0.016"	"16.337"
"4.000"	"0.728"	"-0.014"	"0.016"	"5.899"
"5.000"	"0.719"	"-0.005"	"-0.004"	"16.624"
"6.000"	"0.719"	"-0.003"	"-0.028"	"16.487"
"7.000"	"0.718"	"-0.001"	"-0.030"	"16.297"
"8.000"	"0.737"	"0.004"	"-0.010"	"14.462"
"9.000"	"0.719"	"0.003"	"0.010"	"15.893"
"10.000"	"0.720"	"0.004"	"0.022"	"15.654"
"11.000"	"0.736"	"-0.009"	"0.032"	"15.531"
"12.000"	"0.720"	"-0.003"	"0.025"	"15.291"
"13.000"	"0.720"	"-0.016"	"0.037"	"14.967"
"14.000"	"0.719"	"-0.007"	"0.006"	"14.799"
"15.000"	"0.720"	"-0.022"	"0.008"	"14.494"
"16.000"	"0.740"	"0.004"	"-0.024"	"12.580"
"17.000"	"0.719"	"0.013"	"-0.014"	"13.842"
"18.000"	"0.718"	"0.027"	"-0.029"	"13.852"
"19.000"	"0.719"	"0.022"	"-0.011"	"13.546"
"20.000"	"0.717"	"0.013"	"0.031"	"13.398"
"21.000"	"0.881"	"-0.000"	"0.034"	"13.334"
"22.000"	"1.033"	"-0.013"	"0.010"	"13.032"
"23.000"	"1.184"	"-0.016"	"-0.027"	"12.921"
"24.000"	"1.332"	"-0.015"	"-0.023"	"12.653"
"25.000"	"1.450"	"-0.016"	"0.027"	"12.523"
"26.000"	"1.586"	"-0.021"	"0.005"	"12.412"
"27.000"	"1.720"	"0.006"	"0.000"	"12.179"
"28.000"	"1.799"	"0.017"	"-0.046"	"12.187"
"29.000"	"1.840"	"0.038"	"-0.026"	"12.088"
"30.000"	"1.860"	"0.008"	"-0.026"	"12.073"
"31.000"	"1.893"	"-0.006"	"0.006"	"12.081"
"32.000"	"1.908"	"-0.024"	"0.013"	"12.006"
"33.000"	"1.959"	"-0.007"	"0.017"	"11.012"
"34.000"	"1.918"	"0.010"	"0.004"	"11.955"
"35.000"	"1.925"	"0.024"	"0.007"	"11.955"
"36.000"	"1.971"	"0.013"	"0.010"	"11.050"
"37.000"	"1.968"	"0.011"	"0.023"	"11.969"
"38.000"	"1.934"	"0.003"	"0.007"	"11.977"
"39.000"	"1.991"	"0.013"	"0.009"	"11.100"
"40.000"	"1.974"	"0.002"	"-0.012"	"11.867"
"41.000"	"1.946"	"-0.002"	"-0.005"	"11.860"
"42.000"	"1.945"	"-0.028"	"-0.017"	"11.853"
"43.000"	"1.943"	"-0.030"	"-0.012"	"11.860"
"44.000"	"1.945"	"-0.032"	"-0.007"	"11.882"
