0.000,0.017,-0.006,0.017,134.025,17.726
1.000,0.004,-0.005,0.009,134.817,40.884
2.000,-0.009,-0.002,0.000,134.817,64.214
3.000,-0.021,-0.001,-0.008,134.817,87.540
4.000,-0.032,-0.001,-0.015,134.817,110.877
5.000,-0.044,0.000,-0.023,134.817,134.659
6.000,-0.044,0.000,-0.022,134.025,134.817
7.000,-0.045,0.004,-0.021,134.817,134.659
8.000,-0.045,-0.001,-0.021,134.817,134.659
9.000,-0.045,-0.001,-0.023,134.025,134.659
10.000,-0.047,0.007,-0.023,134.817,134.500
11.000,-0.046,0.002,-0.021,134.817,134.500
12.000,-0.045,-0.003,-0.020,134.025,134.659
13.000,-0.046,0.005,-0.019,134.817,134.500
14.000,-0.045,0.000,-0.017,134.817,134.500
15.000,-0.045,-0.005,-0.016,134.025,134.659
16.000,-0.045,0.001,-0.018,134.025,134.500
17.000,-0.045,-0.003,-0.019,134.025,134.342
18.000,-0.045,0.001,-0.020,134.817,134.342
19.000,-0.046,0.002,-0.020,134.025,134.342
20.000,-0.045,-0.002,-0.020,134.025,134.183
21.000,-0.045,0.002,-0.021,134.025,134.183
22.000,-0.045,0.002,-0.020,134.817,134.183
23.000,-0.045,0.001,-0.020,134.817,134.342
24.000,-0.044,-0.003,-0.019,134.817,134.342
25.000,-0.046,0.005,-0.017,17.333,134.500
26.000,-0.030,-0.004,-0.014,17.562,111.162
27.000,-0.020,-0.011,-0.020,17.547,87.870
28.000,-0.012,0.011,-0.021,17.516,64.416
29.000,-0.008,0.002,-0.017,17.318,40.955
30.000,-0.003,0.020,-0.022,17.593,17.455
31.000,-0.031,0.005,-0.023,16.907,17.507
32.000,-0.048,-0.005,-0.013,17.096,17.376
33.000,-0.059,-0.007,-0.018,17.333,17.286
34.000,-0.070,-0.005,-0.020,17.333,17.250
35.000,-0.074,0.002,-0.016,17.516,17.253
