0.000,0.917,0.048,-0.020,131.701
1.000,0.918,0.038,-0.026,131.701
2.000,0.916,-0.031,0.017,132.467
3.000,0.916,-0.048,0.034,132.467
4.000,0.916,-0.046,0.023,132.467
5.000,0.914,-0.015,-0.013,132.467
6.000,0.916,-0.004,0.014,132.467
7.000,0.918,-0.008,0.005,132.467
8.000,0.916,-0.014,0.029,132.467
9.000,0.914,-0.017,-0.048,131.701
10.000,0.913,0.012,-0.027,132.467
11.000,0.912,0.009,-0.040,132.467
12.000,0.909,0.011,0.012,132.467
13.000,0.918,-0.017,0.028,132.467
14.000,0.912,-0.020,0.018,132.467
15.000,0.912,0.008,0.011,130.194
16.000,0.911,0.023,0.003,132.467
17.000,0.916,0.031,-0.019,132.467
18.000,0.912,-0.006,-0.003,12.760
19.000,0.936,-0.015,-0.038,13.602
20.000,0.912,-0.015,-0.010,12.612
21.000,0.930,-0.012,-0.011,12.515
22.000,0.911,-0.012,0.011,12.179
23.000,0.908,-0.000,0.016,12.179
24.000,0.909,0.008,0.018,12.051
25.000,0.908,0.024,-0.009,11.992
26.000,0.912,0.000,0.023,12.036
27.000,0.908,-0.001,0.007,12.141
28.000,1.021,-0.023,0.045,11.717
29.000,1.195,0.001,-0.033,13.435
30.000,1.387,0.023,-0.061,15.280
31.000,1.592,0.042,-0.061,16.793
32.000,1.809,0.013,0.010,16.217
33.000,2.014,-0.027,0.050,16.850
34.000,2.292,-0.027,0.043,16.244
35.000,2.507,0.003,0.002,12.904
36.000,2.765,0.040,-0.006,11.255
37.000,3.007,0.035,-0.004,9.423
38.000,3.223,0.016,0.006,9.699
39.000,3.442,-0.027,0.011,9.587
40.000,3.752,-0.030,-0.005,9.409
41.000,4.016,-0.022,0.000,9.409
42.000,4.159,0.022,-0.023,9.223
43.000,4.380,0.030,-0.020,9.161
44.000,4.482,0.022,-0.008,9.227
45.000,4.574,0.000,0.015,9.152
46.000,4.609,-0.002,0.026,9.210
47.000,4.637,-0.024,0.016,9.165
48.000,4.658,-0.036,-0.022,9.218
49.000,4.546,-0.036,-0.043,9.281
50.000,4.686,-0.003,-0.037,9.170
51.000,4.692,0.037,-0.005,9.148
52.000,4.687,0.007,0.030,9.126
53.000,4.702,0.018,0.000,9.044
54.000,4.821,-0.016,0.022,9.083
