0.000,0.826,-0.006,-0.009,16.459
1.000,0.839,-0.019,-0.009,16.500
2.000,0.828,-0.001,0.028,16.418
3.000,0.828,0.002,0.020,16.165
4.000,0.825,0.011,0.020,119.877
5.000,0.846,0.008,0.012,15.944
6.000,0.825,-0.006,-0.007,13.678
7.000,0.824,-0.018,-0.011,133.241
8.000,0.826,-0.016,-0.016,133.241
9.000,0.828,0.009,0.010,133.241
10.000,0.829,0.042,0.032,134.025
11.000,0.804,0.034,0.042,133.241
12.000,0.828,-0.003,0.026,134.025
13.000,0.846,-0.046,0.001,134.025
14.000,0.826,-0.041,-0.041,14.120
15.000,0.833,-0.008,-0.050,13.803
16.000,0.911,0.027,-0.036,13.678
17.000,1.128,0.027,0.015,13.435
18.000,1.315,0.014,0.022,13.164
19.000,1.437,-0.021,0.019,13.015
20.000,1.573,-0.020,-0.015,12.744
21.000,1.729,-0.021,-0.000,12.604
22.000,1.823,0.015,-0.009,10.695
23.000,1.973,0.014,0.030,12.164
24.000,2.098,0.029,0.016,11.984
25.000,2.360,0.020,0.034,11.731
26.000,2.482,0.036,-0.017,11.536
27.000,2.656,0.021,-0.021,9.935
28.000,2.850,0.015,-0.023,9.793
29.000,3.181,-0.020,0.012,10.755
30.000,3.350,-0.019,0.017,10.631
31.000,3.505,-0.032,-0.007,10.441
32.000,3.569,-0.030,-0.032,10.252
33.000,3.833,-0.034,-0.025,9.507
34.000,4.043,-0.016,0.011,9.763
35.000,4.253,0.014,0.042,9.535
36.000,4.324,0.020,0.028,9.399
37.000,4.525,0.017,-0.018,9.218
38.000,4.591,0.007,-0.043,9.035
39.000,4.604,0.004,-0.045,8.976
40.000,4.606,-0.004,-0.001,8.926
41.000,4.713,-0.013,0.009,8.872
42.000,4.609,-0.017,0.027,8.802
43.000,4.611,-0.009,0.015,8.814
44.000,4.615,0.015,0.023,8.596
45.000,4.625,0.026,0.016,8.782
