0.000,0.929,0.006,0.042,17.845
1.000,0.947,-0.021,0.020,17.861
2.000,0.928,-0.016,0.014,17.781
3.000,0.928,-0.009,-0.032,17.766
4.000,0.928,0.004,-0.025,17.547
5.000,0.928,-0.016,-0.032,17.318
6.000,0.931,-0.018,0.008,17.096
7.000,0.947,-0.013,0.015,16.878
8.000,0.925,0.015,0.017,16.694
9.000,0.930,0.015,0.018,16.708
10.000,0.927,0.011,-0.013,16.446
11.000,0.929,0.004,-0.005,16.047
12.000,0.928,0.000,-0.045,16.073
13.000,0.902,-0.013,0.016,15.867
14.000,0.901,-0.007,0.009,15.495
15.000,0.947,-0.005,0.021,15.232
16.000,0.930,0.023,-0.043,15.116
17.000,0.947,0.003,-0.038,14.944
18.000,0.927,0.001,-0.002,14.733
19.000,0.922,-0.019,0.023,14.420
20.000,0.916,-0.005,0.014,14.315
21.000,0.909,0.023,-0.020,14.130
22.000,0.925,0.026,0.001,13.822
23.000,0.903,0.016,0.039,13.707
24.000,0.905,-0.013,0.043,13.407
25.000,0.995,-0.003,0.015,13.280
26.000,1.224,0.009,-0.030,12.998
27.000,1.476,0.006,-0.024,12.760
28.000,1.769,-0.008,-0.001,12.645
29.000,1.969,-0.016,-0.008,12.412
30.000,2.217,-0.016,0.003,12.202
31.000,2.461,-0.022,-0.005,11.984
32.000,2.709,-0.012,0.004,11.753
33.000,3.038,-0.010,-0.001,10.357
34.000,3.220,0.020,-0.037,10.845
35.000,3.457,-0.026,-0.013,11.301
36.000,3.726,0.002,-0.014,10.950
37.000,4.048,-0.039,0.023,10.803
38.000,4.106,0.000,-0.006,10.296
39.000,4.465,-0.025,-0.014,9.636
40.000,4.694,0.012,-0.019,9.241
41.000,4.706,0.030,0.022,10.054
