0.000,0.828,0.009,0.000,19.608
1.000,0.829,0.011,0.021,19.270
2.000,0.834,0.008,0.038,18.925
3.000,0.826,0.008,0.014,19.475
4.000,0.834,-0.007,0.010,18.960
5.000,0.826,-0.018,0.040,18.678
6.000,0.829,-0.013,0.020,18.678
7.000,0.825,-0.006,0.027,18.678
8.000,0.846,0.003,-0.058,15.691
9.000,0.825,-0.005,0.004,18.120
10.000,0.824,-0.002,-0.049,18.153
11.000,0.824,-0.001,0.043,18.006
12.000,0.825,0.006,-0.017,17.813
13.000,0.842,0.002,0.068,17.562
14.000,0.844,0.020,-0.013,17.303
15.000,0.825,0.009,0.038,17.081
16.000,0.826,0.010,-0.020,16.864
17.000,0.844,-0.036,0.046,16.878
18.000,0.828,-0.033,0.017,16.459
19.000,0.840,-0.033,0.054,16.257
20.000,4.999,0.008,0.009,16.073
