x-axis,time,z-axis,y-axis,height,average height
0,0,0.961,0,24.292,0
0.025,1,0.761,-0.004,24.292,4.858
0.05,2,0.574,-0.009,23.781,9.717
0.074,3,0.379,-0.014,23.781,14.473
0.099,4,0.188,-0.018,24.148,19.229
0.123,5,-0.002,-0.023,24.292,24.059
0.122,6,-0.005,-0.023,24.35,24.059
0.122,7,0,-0.022,24.176,24.07
0.123,8,-0.003,-0.023,24.091,24.149
0.123,9,-0.002,-0.023,23.865,24.211
0.124,10,0.006,-0.022,23.865,24.155
