0,0,0.957,0,24.292,0
0.023,1,0.766,0.004,24.379,4.858
0.046,2,0.57,0.009,19.032,9.734
0.07,3,0.387,0.013,24.321,13.541
0.092,4,0.191,0.017,24.35,18.405
0.116,5,-0.004,0.02,24.408,23.275
0.116,6,0.001,0.02,24.321,23.298
0.115,7,-0.003,0.02,24.379,23.286
0.114,8,-0.003,0.02,24.292,24.356
0.114,9,-0.009,0.02,24.379,24.35
0.113,10,0.001,0.021,24.408,24.356
