0.041,0.000,-0.023,-0.030,68.889,22.103
0.056,1.000,0.020,0.001,39.286,31.387
0.015,2.000,0.202,-0.049,22.442,34.731
0.090,3.000,-0.292,-0.049,22.820,35.110
0.051,4.000,0.230,-0.020,22.541,35.181
0.095,5.000,-0.023,-0.039,22.567,35.196
0.094,6.000,-0.041,-0.066,22.392,25.931
0.142,7.000,-0.037,-0.013,22.417,22.552
0.075,8.000,0.015,-0.011,22.392,22.547
0.123,9.000,-0.049,-0.035,22.367,22.462
0.087,10.000,-0.001,-0.012,22.491,22.427
0.080,11.000,-0.003,-0.011,22.442,22.412
0.080,12.000,-0.003,-0.010,22.516,22.422
0.081,13.000,-0.003,-0.010,20.383,22.442
0.081,14.000,-0.001,-0.010,22.592,22.040
0.080,15.000,-0.001,-0.011,20.321,22.085
