0.000,0.000,0.922,0.000,125.868,0.000
0.000,1.000,0.687,0.004,87.191,25.174
-0.012,2.000,0.462,-0.005,91.129,42.612
-0.013,3.000,0.341,-0.002,80.817,60.838
-0.016,4.000,0.406,0.007,86.174,77.001
-0.048,5.000,0.034,0.013,31.280,94.236
-0.076,6.000,-0.019,0.018,25.827,75.318
-0.067,7.000,0.045,0.023,25.285,63.045
-0.055,8.000,0.011,0.021,25.860,49.877
-0.045,9.000,-0.010,0.013,25.474,38.885
-0.005,10.000,0.016,0.009,25.379,26.745
0.030,11.000,0.009,0.002,24.703,25.565
0.040,12.000,-0.008,0.006,24.824,25.340
0.035,13.000,-0.009,0.008,25.505,25.248
0.037,14.000,-0.003,0.007,25.925,25.177
0.037,15.000,0.002,0.007,25.379,25.267
