0.000,0.027,0.003,-0.005,134.817,12.899
1.000,0.024,0.007,0.005,134.817,37.264
2.000,0.022,-0.005,0.015,134.817,61.657
3.000,0.018,-0.009,0.025,135.619,86.047
4.000,0.015,-0.006,0.035,135.619,110.593
5.000,0.011,0.005,0.045,134.817,135.138
6.000,0.011,0.002,0.047,134.817,135.138
7.000,0.009,-0.005,0.048,135.619,135.138
8.000,0.011,0.000,0.047,134.817,135.298
9.000,0.012,0.007,0.047,134.817,135.138
10.000,0.012,0.005,0.045,134.817,134.978
11.000,0.012,0.012,0.045,135.619,134.978
12.000,0.013,-0.005,0.045,134.817,135.138
13.000,0.011,0.005,0.047,134.817,134.978
14.000,0.012,0.003,0.048,134.817,134.978
15.000,0.014,0.006,0.048,135.619,134.978
16.000,0.014,-0.003,0.048,135.619,135.138
17.000,0.013,-0.009,0.048,135.619,135.138
18.000,0.013,0.002,0.045,135.619,135.298
19.000,0.012,0.002,0.045,134.817,135.459
20.000,0.011,-0.002,0.047,134.817,135.459
21.000,0.012,-0.004,0.046,135.619,135.298
22.000,0.013,0.005,0.046,134.817,135.298
23.000,0.016,-0.002,0.046,134.817,135.138
24.000,0.016,-0.005,0.045,134.817,134.978
25.000,0.015,0.005,0.044,134.817,134.978
26.000,0.015,0.000,0.044,135.619,134.978
27.000,0.014,-0.001,0.045,134.817,134.978
28.000,0.013,-0.008,0.046,135.619,134.978
29.000,0.013,0.005,0.045,134.817,135.138
30.000,0.013,0.004,0.045,134.817,135.138
31.000,0.013,0.000,0.046,134.817,135.138
32.000,0.013,-0.008,0.044,134.817,134.978
33.000,0.014,0.002,0.044,134.817,134.978
34.000,0.014,0.004,0.045,134.817,134.817
35.000,0.014,0.004,0.045,134.817,134.817
36.000,0.013,-0.008,0.045,134.817,134.817
37.000,0.013,0.002,0.046,135.619,134.817
38.000,0.011,-0.004,0.046,135.619,134.978
39.000,0.010,-0.003,0.047,135.619,135.138
40.000,0.009,0.006,0.046,135.619,135.298
41.000,0.010,-0.005,0.045,135.619,135.459
42.000,0.009,0.002,0.045,135.619,135.619
43.000,0.012,-0.002,0.046,135.619,135.619
44.000,0.013,0.006,0.045,134.817,135.619
45.000,0.013,0.009,0.046,135.619,135.459
46.000,0.013,-0.004,0.047,135.619,135.459
47.000,0.014,-0.005,0.045,134.817,135.459
48.000,0.012,0.008,0.045,135.619,135.298
49.000,0.013,-0.014,0.043,135.619,135.298
50.000,0.013,-0.007,0.041,134.817,135.459
51.000,0.012,0.000,0.041,135.619,135.298
52.000,0.011,0.004,0.041,135.619,135.298
53.000,0.013,0.003,0.041,134.817,135.459
54.000,0.013,0.012,0.044,134.817,135.298
55.000,0.012,0.005,0.045,135.619,135.138
56.000,0.013,0.006,0.045,134.817,135.298
57.000,0.015,-0.004,0.046,134.817,135.138
58.000,0.014,0.000,0.045,135.619,134.978
59.000,0.014,-0.012,0.042,134.817,135.138
60.000,0.014,-0.002,0.041,134.817,135.138
61.000,0.014,0.011,0.040,135.619,134.978
62.000,0.020,-0.005,0.033,134.817,135.138
63.000,0.023,0.003,0.030,135.619,135.138
64.000,0.022,0.003,0.030,134.817,135.138
65.000,0.021,0.001,0.028,135.619,135.138
66.000,0.021,-0.012,0.029,134.817,135.298
67.000,0.015,0.000,0.036,134.817,135.138
68.000,0.013,-0.020,0.037,135.619,135.138
69.000,0.016,0.004,0.037,135.619,135.138
70.000,0.017,-0.003,0.038,135.619,135.298
71.000,0.015,-0.001,0.037,135.619,135.298
72.000,0.013,-0.005,0.036,134.817,135.459
73.000,0.013,0.009,0.036,135.619,135.459
74.000,0.008,0.005,0.035,135.619,135.459
75.000,0.010,0.005,0.035,135.619,135.459
76.000,0.007,-0.008,0.035,134.817,135.459
77.000,0.002,-0.007,0.033,135.619,135.298
78.000,0.001,0.001,0.036,135.619,135.459
79.000,0.002,0.033,0.035,134.817,135.459
80.000,0.008,-0.004,0.044,134.817,135.298
81.000,0.009,0.005,0.043,134.817,135.138
82.000,0.015,-0.018,0.045,135.619,135.138
83.000,0.016,-0.005,0.040,14.645,135.138
84.000,0.023,-0.009,0.044,14.212,110.943
85.000,0.026,0.009,0.035,15.303,86.822
86.000,0.030,-0.004,0.037,15.880,62.919
87.000,0.027,0.002,0.032,15.880,39.132
88.000,0.032,0.016,0.034,9.753,15.184
89.000,0.037,0.009,0.027,15.842,14.206
90.000,0.027,-0.006,0.025,15.905,14.532
91.000,0.027,-0.012,0.020,15.339,14.652
92.000,0.032,-0.004,0.023,15.315,14.544
