0.000,0.000,0.965,0.000,25.379,0.000
0.014,1.000,0.768,-0.002,25.569,5.076
0.027,2.000,0.576,-0.003,25.474,10.190
0.041,3.000,0.380,-0.006,25.253,15.284
0.055,4.000,0.188,-0.008,25.633,20.335
0.067,5.000,-0.003,-0.009,25.537,25.462
0.066,6.000,0.002,-0.009,25.129,25.493
0.066,7.000,0.006,-0.009,24.945,25.405
0.067,8.000,0.009,-0.007,25.253,25.300
0.068,9.000,-0.005,-0.007,25.191,25.300
0.070,10.000,-0.001,-0.008,25.316,25.211
