"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.776"	"-0.009"	"-0.024"	"15.957"
"1.000"	"0.760"	"-0.004"	"0.004"	"18.136"
"2.000"	"0.762"	"0.003"	"0.006"	"18.153"
"3.000"	"0.778"	"0.007"	"0.014"	"18.169"
"4.000"	"0.760"	"0.007"	"-0.002"	"17.718"
"5.000"	"0.762"	"-0.002"	"-0.012"	"17.609"
"6.000"	"0.779"	"-0.008"	"0.012"	"17.547"
"7.000"	"0.774"	"-0.009"	"0.004"	"17.096"
"8.000"	"0.774"	"0.006"	"0.023"	"17.023"
"9.000"	"0.770"	"0.012"	"-0.019"	"16.864"
"10.000"	"0.760"	"0.007"	"0.013"	"16.624"
"11.000"	"0.760"	"-0.006"	"-0.003"	"16.611"
"12.000"	"0.779"	"-0.006"	"0.015"	"16.487"
"13.000"	"0.760"	"0.000"	"-0.004"	"16.217"
"14.000"	"0.760"	"0.001"	"0.006"	"15.605"
"15.000"	"0.774"	"-0.003"	"0.036"	"15.867"
"16.000"	"0.760"	"-0.002"	"0.012"	"15.667"
"17.000"	"0.778"	"0.010"	"-0.004"	"15.519"
"18.000"	"0.876"	"0.010"	"-0.049"	"15.398"
"19.000"	"1.165"	"-0.008"	"-0.014"	"15.186"
"20.000"	"1.394"	"-0.012"	"0.008"	"14.922"
"21.000"	"1.655"	"-0.019"	"0.022"	"14.591"
"22.000"	"1.980"	"0.007"	"-0.012"	"14.441"
"23.000"	"2.200"	"-0.001"	"-0.014"	"14.326"
"24.000"	"2.466"	"0.006"	"-0.016"	"12.760"
"25.000"	"2.728"	"0.008"	"0.001"	"13.852"
"26.000"	"3.042"	"0.017"	"-0.018"	"13.697"
"27.000"	"3.258"	"0.026"	"-0.031"	"13.425"
"28.000"	"3.512"	"0.001"	"-0.025"	"13.164"
"29.000"	"3.781"	"-0.008"	"-0.013"	"13.006"
"30.000"	"4.023"	"-0.026"	"0.000"	"12.744"
"31.000"	"4.290"	"-0.017"	"0.028"	"12.531"
"32.000"	"4.563"	"-0.011"	"0.039"	"12.318"
"33.000"	"4.716"	"-0.001"	"0.071"	"12.081"
"34.000"	"4.775"	"0.014"	"0.010"	"11.867"
"35.000"	"4.829"	"0.000"	"-0.006"	"11.654"
"36.000"	"4.878"	"0.005"	"-0.053"	"11.461"
"37.000"	"4.999"	"-0.039"	"-0.023"	"11.190"
