"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.758"	"-0.001"	"0.002"	"21.308"
"1.000"	"0.739"	"-0.002"	"0.003"	"21.444"
"2.000"	"0.757"	"-0.011"	"0.005"	"21.331"
"3.000"	"0.739"	"-0.011"	"0.000"	"21.376"
"4.000"	"0.739"	"-0.011"	"-0.001"	"20.760"
"5.000"	"0.742"	"0.013"	"-0.006"	"21.020"
"6.000"	"0.739"	"0.003"	"-0.008"	"20.654"
"7.000"	"0.742"	"0.004"	"-0.015"	"20.118"
"8.000"	"0.740"	"-0.016"	"-0.020"	"13.640"
"9.000"	"0.735"	"0.010"	"-0.003"	"16.835"
"10.000"	"0.758"	"0.006"	"0.013"	"14.100"
"11.000"	"0.741"	"0.010"	"0.033"	"16.624"
"12.000"	"0.737"	"-0.018"	"0.011"	"134.025"
"13.000"	"0.736"	"-0.007"	"0.014"	"134.817"
"14.000"	"0.740"	"-0.015"	"-0.017"	"134.817"
"15.000"	"0.739"	"0.013"	"-0.007"	"134.817"
"16.000"	"0.737"	"-0.002"	"-0.027"	"134.817"
"17.000"	"0.743"	"0.021"	"-0.008"	"134.025"
"18.000"	"0.753"	"0.010"	"-0.025"	"134.025"
"19.000"	"0.752"	"0.013"	"-0.016"	"134.817"
"20.000"	"0.740"	"-0.023"	"-0.025"	"134.817"
"21.000"	"0.737"	"-0.029"	"0.003"	"134.817"
"22.000"	"0.756"	"-0.026"	"0.006"	"134.817"
"23.000"	"0.739"	"0.011"	"0.039"	"134.025"
"24.000"	"0.740"	"0.014"	"0.039"	"134.817"
"25.000"	"0.739"	"0.016"	"0.039"	"134.817"
"26.000"	"0.751"	"0.003"	"-0.005"	"134.817"
"27.000"	"0.743"	"0.001"	"-0.026"	"134.817"
"28.000"	"0.740"	"0.023"	"-0.029"	"134.817"
"29.000"	"0.736"	"0.014"	"-0.003"	"134.817"
"30.000"	"0.739"	"0.011"	"0.007"	"134.817"
"31.000"	"0.752"	"-0.027"	"0.005"	"134.817"
"32.000"	"0.760"	"-0.024"	"-0.010"	"134.025"
"33.000"	"0.735"	"-0.020"	"-0.024"	"134.025"
"34.000"	"0.739"	"-0.007"	"0.003"	"134.817"
"35.000"	"0.740"	"0.011"	"0.020"	"134.025"
"36.000"	"0.739"	"0.024"	"0.056"	"134.817"
"37.000"	"0.908"	"0.039"	"0.018"	"134.025"
"38.000"	"1.108"	"0.008"	"0.000"	"134.025"
"39.000"	"1.322"	"-0.005"	"-0.033"	"134.025"
"40.000"	"1.576"	"-0.036"	"-0.020"	"134.025"
"41.000"	"1.726"	"-0.016"	"0.000"	"134.025"
"42.000"	"2.051"	"-0.016"	"0.006"	"134.025"
"43.000"	"2.302"	"0.018"	"0.002"	"134.025"
"44.000"	"2.479"	"0.021"	"-0.001"	"134.025"
"45.000"	"2.734"	"0.024"	"0.017"	"133.241"
"46.000"	"3.004"	"0.001"	"0.031"	"134.025"
"47.000"	"3.268"	"-0.017"	"0.011"	"133.241"
"48.000"	"3.596"	"-0.025"	"-0.020"	"133.241"
"49.000"	"3.871"	"-0.023"	"-0.024"	"132.467"
"50.000"	"4.135"	"-0.012"	"-0.014"	"132.467"
"51.000"	"4.314"	"0.007"	"0.005"	"132.467"
"52.000"	"4.581"	"0.017"	"0.003"	"132.467"
"53.000"	"4.718"	"0.016"	"0.003"	"132.467"
"54.000"	"4.885"	"0.008"	"-0.001"	"132.467"
"55.000"	"4.941"	"0.000"	"-0.012"	"132.467"
