"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.782"	"0.018"	"-0.028"	"133.241"
"1.000"	"0.787"	"0.004"	"-0.025"	"133.241"
"2.000"	"0.770"	"-0.002"	"-0.006"	"133.241"
"3.000"	"0.770"	"-0.015"	"0.004"	"108.884"
"4.000"	"0.769"	"-0.009"	"0.003"	"133.241"
"5.000"	"0.769"	"0.003"	"-0.010"	"15.058"
"6.000"	"0.768"	"0.002"	"0.022"	"16.835"
"7.000"	"0.773"	"0.008"	"0.006"	"16.624"
"8.000"	"0.784"	"-0.004"	"0.036"	"16.432"
"9.000"	"0.774"	"0.019"	"-0.030"	"16.765"
"10.000"	"0.768"	"-0.003"	"0.011"	"16.060"
"11.000"	"0.769"	"0.009"	"-0.051"	"16.060"
"12.000"	"0.768"	"-0.010"	"-0.003"	"15.905"
"13.000"	"0.768"	"0.012"	"-0.024"	"15.679"
"14.000"	"0.769"	"-0.003"	"0.011"	"14.832"
"15.000"	"0.765"	"-0.008"	"0.003"	"15.291"
"16.000"	"0.769"	"-0.021"	"-0.005"	"133.241"
"17.000"	"0.769"	"-0.003"	"0.015"	"14.956"
"18.000"	"0.773"	"-0.013"	"-0.008"	"14.777"
"19.000"	"0.769"	"-0.003"	"0.006"	"14.656"
"20.000"	"0.786"	"-0.004"	"-0.038"	"14.441"
"21.000"	"0.767"	"0.027"	"-0.012"	"14.295"
"22.000"	"0.771"	"0.016"	"-0.024"	"14.040"
"23.000"	"0.786"	"0.001"	"0.008"	"13.832"
"24.000"	"0.769"	"-0.012"	"0.021"	"13.669"
"25.000"	"0.769"	"-0.011"	"0.019"	"13.407"
"26.000"	"0.769"	"0.001"	"0.023"	"13.289"
"27.000"	"0.768"	"-0.010"	"-0.013"	"13.024"
"28.000"	"0.789"	"0.009"	"0.011"	"11.675"
"29.000"	"0.769"	"-0.003"	"-0.010"	"12.645"
"30.000"	"0.964"	"0.001"	"0.040"	"12.523"
"31.000"	"1.227"	"-0.007"	"0.009"	"12.287"
"32.000"	"1.436"	"0.009"	"0.019"	"12.187"
"33.000"	"1.749"	"0.020"	"-0.045"	"12.051"
"34.000"	"2.015"	"0.018"	"-0.019"	"11.947"
"35.000"	"2.289"	"0.002"	"-0.025"	"11.745"
"36.000"	"2.560"	"0.003"	"0.018"	"11.689"
"37.000"	"2.841"	"-0.006"	"0.016"	"11.571"
"38.000"	"3.123"	"-0.000"	"0.026"	"11.367"
"39.000"	"3.396"	"-0.025"	"0.003"	"10.385"
"40.000"	"3.680"	"-0.025"	"0.001"	"11.197"
"41.000"	"3.947"	"-0.007"	"-0.011"	"11.006"
"42.000"	"4.288"	"0.019"	"0.007"	"10.870"
"43.000"	"4.437"	"0.036"	"-0.026"	"10.689"
