"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.765"	"-0.007"	"-0.005"	"17.501"
"1.000"	"0.765"	"0.018"	"-0.026"	"17.547"
"2.000"	"0.765"	"0.049"	"-0.019"	"17.593"
"3.000"	"0.767"	"0.005"	"0.008"	"17.333"
"4.000"	"0.767"	"0.010"	"0.010"	"17.333"
"5.000"	"0.767"	"-0.030"	"0.011"	"17.023"
"6.000"	"0.768"	"-0.019"	"0.023"	"16.893"
"7.000"	"0.764"	"-0.020"	"0.010"	"16.680"
"8.000"	"0.764"	"-0.023"	"0.024"	"16.446"
"9.000"	"0.765"	"0.004"	"-0.036"	"134.025"
"10.000"	"0.767"	"-0.003"	"0.002"	"134.025"
"11.000"	"0.765"	"0.014"	"-0.016"	"15.817"
"12.000"	"0.782"	"-0.003"	"0.025"	"13.316"
"13.000"	"0.781"	"0.010"	"-0.015"	"15.471"
"14.000"	"0.784"	"0.028"	"-0.023"	"15.327"
"15.000"	"0.779"	"0.004"	"-0.016"	"15.116"
"16.000"	"0.764"	"0.016"	"-0.003"	"14.569"
"17.000"	"0.765"	"-0.027"	"0.035"	"14.591"
"18.000"	"0.784"	"-0.004"	"0.027"	"14.526"
"19.000"	"0.765"	"-0.049"	"0.051"	"14.140"
"20.000"	"0.751"	"-0.025"	"0.020"	"13.990"
"21.000"	"0.765"	"-0.005"	"0.006"	"13.842"
"22.000"	"0.767"	"0.030"	"-0.010"	"13.697"
"23.000"	"0.765"	"0.047"	"-0.022"	"13.425"
"24.000"	"0.770"	"0.018"	"-0.020"	"13.271"
"25.000"	"0.765"	"0.010"	"-0.056"	"13.015"
"26.000"	"0.780"	"-0.022"	"-0.028"	"12.895"
"27.000"	"0.837"	"-0.023"	"-0.005"	"11.308"
"28.000"	"1.077"	"-0.013"	"0.025"	"12.523"
"29.000"	"1.335"	"0.003"	"0.026"	"12.294"
"30.000"	"1.587"	"0.028"	"-0.006"	"12.171"
"31.000"	"1.854"	"-0.002"	"0.011"	"11.955"
"32.000"	"2.069"	"0.002"	"-0.013"	"11.738"
"33.000"	"2.332"	"-0.011"	"-0.003"	"11.529"
"34.000"	"2.649"	"0.011"	"-0.021"	"11.341"
"35.000"	"2.911"	"-0.009"	"-0.019"	"11.158"
"36.000"	"3.191"	"-0.015"	"0.010"	"10.975"
"37.000"	"3.384"	"-0.014"	"0.012"	"10.689"
"38.000"	"3.654"	"0.013"	"0.025"	"10.532"
"39.000"	"4.003"	"0.022"	"0.003"	"10.285"
"40.000"	"4.175"	"0.014"	"0.003"	"9.945"
"41.000"	"4.418"	"-0.006"	"-0.006"	"9.899"
"42.000"	"4.768"	"-0.012"	"-0.004"	"9.679"
"43.000"	"4.742"	"-0.020"	"-0.000"	"9.526"
"44.000"	"4.753"	"-0.012"	"0.016"	"9.535"
