"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.596"	"-0.014"	"0.023"	"17.349"
"1.000"	"0.594"	"0.003"	"0.021"	"17.333"
"2.000"	"0.594"	"0.002"	"0.016"	"17.364"
"3.000"	"0.596"	"0.009"	"-0.009"	"17.008"
"4.000"	"0.594"	"0.004"	"-0.020"	"16.907"
"5.000"	"0.607"	"0.020"	"-0.019"	"16.921"
"6.000"	"0.592"	"0.011"	"-0.011"	"16.446"
"7.000"	"0.601"	"0.027"	"-0.011"	"16.459"
"8.000"	"0.605"	"-0.023"	"0.017"	"16.073"
"9.000"	"0.604"	"0.013"	"0.014"	"15.410"
"10.000"	"0.612"	"-0.025"	"0.018"	"134.817"
"11.000"	"0.601"	"0.014"	"-0.008"	"134.817"
"12.000"	"0.592"	"-0.020"	"0.007"	"134.817"
"13.000"	"0.594"	"0.017"	"-0.003"	"134.817"
"14.000"	"0.598"	"0.017"	"-0.022"	"134.817"
"15.000"	"0.609"	"0.000"	"-0.013"	"134.817"
"16.000"	"0.594"	"-0.007"	"0.008"	"134.817"
"17.000"	"0.608"	"-0.011"	"0.028"	"134.817"
"18.000"	"0.594"	"0.029"	"-0.026"	"134.817"
"19.000"	"0.659"	"-0.007"	"-0.030"	"134.817"
"20.000"	"0.847"	"-0.026"	"-0.004"	"134.025"
"21.000"	"1.041"	"-0.053"	"0.072"	"134.025"
"22.000"	"1.277"	"-0.022"	"0.052"	"134.025"
"23.000"	"1.533"	"0.003"	"0.011"	"134.025"
"24.000"	"1.779"	"0.026"	"-0.054"	"134.817"
"25.000"	"2.030"	"0.024"	"-0.037"	"134.025"
"26.000"	"2.277"	"0.022"	"-0.026"	"134.025"
"27.000"	"2.594"	"-0.010"	"0.013"	"133.241"
"28.000"	"2.874"	"-0.010"	"-0.007"	"134.025"
"29.000"	"2.970"	"-0.015"	"0.009"	"133.241"
"30.000"	"2.994"	"0.004"	"-0.011"	"134.025"
"31.000"	"3.131"	"0.004"	"0.020"	"133.241"
"32.000"	"3.334"	"0.000"	"0.006"	"133.241"
"33.000"	"3.397"	"-0.003"	"0.004"	"133.241"
"34.000"	"3.507"	"0.001"	"-0.017"	"133.241"
"35.000"	"3.544"	"0.010"	"-0.023"	"133.241"
"36.000"	"3.511"	"0.015"	"-0.008"	"133.241"
"37.000"	"3.647"	"0.002"	"0.002"	"133.241"
"38.000"	"3.827"	"-0.003"	"0.025"	"133.241"
"39.000"	"3.944"	"-0.006"	"0.020"	"133.241"
"40.000"	"3.981"	"-0.009"	"0.019"	"133.241"
"41.000"	"4.016"	"-0.013"	"-0.001"	"133.241"
"42.000"	"4.067"	"-0.007"	"-0.009"	"132.467"
"43.000"	"4.266"	"-0.003"	"-0.010"	"132.467"
"44.000"	"4.344"	"-0.000"	"-0.003"	"133.241"
