"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.751"	"0.034"	"0.003"	"19.801"
"1.000"	"0.746"	"0.022"	"0.002"	"19.532"
"2.000"	"0.765"	"-0.027"	"0.027"	"19.840"
"3.000"	"0.750"	"-0.030"	"0.006"	"19.570"
"4.000"	"0.750"	"-0.027"	"0.009"	"19.270"
"5.000"	"0.747"	"0.037"	"-0.035"	"19.050"
"6.000"	"0.729"	"0.049"	"-0.042"	"18.713"
"7.000"	"0.760"	"0.049"	"-0.043"	"18.678"
"8.000"	"0.747"	"-0.015"	"0.015"	"18.386"
"9.000"	"0.746"	"-0.029"	"0.048"	"18.120"
"10.000"	"0.748"	"-0.037"	"0.074"	"18.071"
"11.000"	"0.764"	"0.010"	"0.023"	"18.038"
"12.000"	"0.748"	"0.000"	"-0.011"	"17.797"
"13.000"	"0.747"	"-0.004"	"-0.043"	"17.562"
"14.000"	"0.763"	"-0.033"	"-0.020"	"17.303"
"15.000"	"0.743"	"-0.025"	"0.007"	"17.154"
"16.000"	"0.747"	"-0.003"	"0.019"	"16.850"
"17.000"	"0.746"	"0.013"	"-0.010"	"16.638"
"18.000"	"0.764"	"0.032"	"-0.015"	"16.473"
"19.000"	"0.747"	"0.043"	"-0.033"	"16.257"
"20.000"	"0.764"	"0.025"	"-0.020"	"14.399"
"21.000"	"0.764"	"-0.018"	"0.000"	"15.931"
"22.000"	"0.747"	"-0.041"	"0.010"	"15.691"
"23.000"	"0.747"	"-0.020"	"0.038"	"15.531"
"24.000"	"0.752"	"0.026"	"-0.011"	"15.291"
"25.000"	"0.746"	"0.025"	"0.012"	"14.922"
"26.000"	"0.901"	"0.001"	"0.019"	"14.744"
"27.000"	"1.115"	"-0.010"	"0.044"	"14.656"
"28.000"	"1.333"	"-0.021"	"0.045"	"14.452"
"29.000"	"1.542"	"-0.007"	"-0.007"	"14.284"
"30.000"	"1.771"	"-0.025"	"0.020"	"13.980"
"31.000"	"2.006"	"-0.003"	"-0.029"	"13.842"
"32.000"	"2.247"	"0.012"	"-0.005"	"13.593"
"33.000"	"2.545"	"0.018"	"-0.038"	"13.481"
"34.000"	"2.733"	"0.006"	"0.003"	"13.155"
"35.000"	"2.999"	"-0.015"	"0.006"	"12.878"
"36.000"	"3.271"	"-0.008"	"-0.015"	"12.752"
"37.000"	"3.527"	"-0.010"	"-0.033"	"12.547"
"38.000"	"3.804"	"-0.001"	"-0.030"	"12.294"
"39.000"	"4.154"	"-0.003"	"0.009"	"11.081"
"40.000"	"4.180"	"0.021"	"0.013"	"11.853"
"41.000"	"4.551"	"0.020"	"0.001"	"11.675"
"42.000"	"4.703"	"0.026"	"-0.022"	"11.591"
"43.000"	"4.762"	"0.001"	"-0.008"	"11.255"
"44.000"	"4.788"	"-0.003"	"0.005"	"11.151"
