"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.765"	"-0.012"	"-0.010"	"19.782"
"1.000"	"0.765"	"-0.021"	"-0.007"	"19.782"
"2.000"	"0.782"	"-0.007"	"-0.005"	"19.801"
"3.000"	"0.765"	"0.008"	"-0.015"	"16.680"
"4.000"	"0.789"	"0.011"	"-0.018"	"16.432"
"5.000"	"0.770"	"-0.002"	"-0.016"	"19.270"
"6.000"	"0.779"	"-0.007"	"0.010"	"18.996"
"7.000"	"0.784"	"0.009"	"0.023"	"18.960"
"8.000"	"0.765"	"0.003"	"0.030"	"18.713"
"9.000"	"0.784"	"-0.010"	"-0.007"	"16.073"
"10.000"	"0.765"	"-0.034"	"-0.041"	"18.120"
"11.000"	"0.768"	"-0.012"	"-0.049"	"17.973"
"12.000"	"0.768"	"0.025"	"-0.035"	"17.989"
"13.000"	"0.765"	"0.028"	"0.002"	"17.703"
"14.000"	"0.787"	"0.010"	"0.028"	"14.832"
"15.000"	"0.767"	"-0.009"	"0.034"	"17.318"
"16.000"	"0.765"	"0.001"	"0.012"	"15.982"
"17.000"	"0.765"	"-0.005"	"-0.024"	"16.893"
"18.000"	"0.767"	"-0.014"	"-0.013"	"16.680"
"19.000"	"0.785"	"-0.009"	"-0.016"	"16.624"
"20.000"	"0.770"	"0.012"	"0.013"	"16.405"
"21.000"	"0.765"	"0.017"	"0.030"	"15.495"
"22.000"	"0.764"	"0.002"	"0.038"	"16.060"
"23.000"	"0.782"	"-0.013"	"0.031"	"13.803"
"24.000"	"0.771"	"-0.016"	"-0.016"	"15.667"
"25.000"	"0.765"	"-0.002"	"-0.001"	"15.303"
"26.000"	"0.778"	"0.005"	"-0.023"	"15.280"
"27.000"	"0.764"	"0.020"	"-0.008"	"14.967"
"28.000"	"0.767"	"0.013"	"-0.037"	"14.777"
"29.000"	"0.767"	"0.022"	"-0.013"	"14.591"
"30.000"	"0.765"	"-0.002"	"-0.001"	"14.263"
"31.000"	"1.042"	"-0.014"	"0.031"	"14.191"
"32.000"	"1.276"	"-0.038"	"0.026"	"13.891"
"33.000"	"1.527"	"-0.017"	"0.014"	"13.852"
"34.000"	"1.786"	"-0.010"	"-0.001"	"13.612"
"35.000"	"2.081"	"0.000"	"-0.003"	"13.352"
"36.000"	"2.343"	"0.010"	"-0.010"	"13.024"
"37.000"	"2.568"	"0.020"	"-0.016"	"12.895"
"38.000"	"2.837"	"0.029"	"-0.009"	"12.760"
"39.000"	"3.096"	"0.002"	"0.007"	"12.499"
"40.000"	"3.409"	"-0.002"	"0.014"	"12.310"
"41.000"	"3.607"	"-0.005"	"0.007"	"12.187"
"42.000"	"3.876"	"-0.007"	"0.016"	"11.969"
"43.000"	"3.954"	"-0.011"	"0.008"	"11.860"
"44.000"	"3.978"	"-0.017"	"0.001"	"11.875"
