"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.616"	"0.000"	"0.005"	"13.316"
"1.000"	"0.601"	"0.002"	"0.005"	"15.642"
"2.000"	"0.604"	"0.004"	"0.016"	"15.459"
"3.000"	"0.604"	"0.004"	"0.010"	"15.291"
"4.000"	"0.602"	"0.001"	"0.009"	"15.104"
"5.000"	"0.602"	"0.007"	"-0.026"	"14.933"
"6.000"	"0.619"	"-0.004"	"-0.025"	"14.559"
"7.000"	"0.601"	"0.001"	"-0.013"	"14.420"
"8.000"	"0.604"	"-0.020"	"0.000"	"14.305"
"9.000"	"0.604"	"0.003"	"0.009"	"13.960"
"10.000"	"0.607"	"-0.007"	"-0.008"	"13.688"
"11.000"	"0.619"	"-0.001"	"0.003"	"11.817"
"12.000"	"0.610"	"-0.010"	"0.013"	"13.271"
"13.000"	"0.770"	"-0.004"	"0.005"	"13.015"
"14.000"	"0.991"	"0.010"	"0.004"	"13.137"
"15.000"	"1.199"	"0.011"	"-0.005"	"12.760"
"16.000"	"1.420"	"0.011"	"0.023"	"12.388"
"17.000"	"1.616"	"0.009"	"0.026"	"12.302"
"18.000"	"1.814"	"-0.007"	"-0.020"	"12.179"
"19.000"	"1.991"	"-0.013"	"-0.031"	"11.860"
"20.000"	"2.235"	"-0.014"	"-0.036"	"11.767"
"21.000"	"2.440"	"0.005"	"0.032"	"11.647"
"22.000"	"2.618"	"0.013"	"0.003"	"11.543"
"23.000"	"2.875"	"0.006"	"0.007"	"11.434"
"24.000"	"3.229"	"0.000"	"-0.035"	"11.401"
"25.000"	"3.398"	"-0.001"	"0.003"	"11.164"
"26.000"	"3.657"	"-0.005"	"0.003"	"11.069"
"27.000"	"3.916"	"0.002"	"0.028"	"10.713"
"28.000"	"4.199"	"0.001"	"0.011"	"10.725"
"29.000"	"4.592"	"0.016"	"0.010"	"10.532"
"30.000"	"4.695"	"-0.001"	"-0.014"	"10.362"
"31.000"	"4.750"	"-0.011"	"-0.008"	"10.123"
"32.000"	"4.796"	"-0.018"	"-0.011"	"9.976"
"33.000"	"4.834"	"-0.016"	"0.005"	"9.848"
"34.000"	"4.883"	"-0.003"	"0.005"	"9.660"
"35.000"	"4.999"	"-0.005"	"0.017"	"9.507"
