"time"	"lp_volt"	"x_axis"	"z_axis"	"height"
"0.000"	"0.795"	"0.033"	"0.007"	"20.199"
"1.000"	"0.813"	"0.023"	"0.010"	"20.239"
"2.000"	"0.807"	"0.020"	"0.004"	"20.260"
"3.000"	"0.796"	"-0.022"	"-0.007"	"19.763"
"4.000"	"0.797"	"-0.018"	"-0.006"	"19.801"
"5.000"	"0.812"	"-0.028"	"-0.022"	"19.589"
"6.000"	"0.793"	"0.003"	"-0.024"	"19.456"
"7.000"	"0.796"	"-0.000"	"-0.014"	"18.996"
"8.000"	"0.809"	"0.010"	"0.010"	"18.960"
"9.000"	"0.795"	"0.000"	"0.017"	"18.643"
"10.000"	"0.793"	"0.010"	"-0.003"	"18.557"
"11.000"	"0.795"	"0.009"	"-0.009"	"18.420"
"12.000"	"0.796"	"-0.010"	"-0.008"	"18.120"
"13.000"	"0.795"	"-0.018"	"0.020"	"18.022"
"14.000"	"0.795"	"-0.022"	"0.012"	"17.797"
"15.000"	"0.796"	"0.001"	"0.021"	"17.750"
"16.000"	"0.814"	"-0.006"	"-0.024"	"17.333"
"17.000"	"0.795"	"0.013"	"-0.019"	"17.333"
"18.000"	"0.814"	"0.010"	"-0.033"	"17.125"
"19.000"	"0.800"	"0.022"	"0.001"	"15.398"
"20.000"	"0.793"	"-0.018"	"0.001"	"16.694"
"21.000"	"0.795"	"-0.020"	"0.009"	"16.487"
"22.000"	"0.813"	"-0.017"	"0.005"	"16.231"
"23.000"	"0.795"	"0.018"	"0.014"	"16.034"
"24.000"	"0.813"	"0.013"	"0.036"	"15.867"
"25.000"	"0.795"	"-0.006"	"0.026"	"15.495"
"26.000"	"0.796"	"-0.007"	"0.004"	"15.507"
"27.000"	"0.793"	"0.003"	"-0.030"	"15.116"
"28.000"	"0.796"	"0.014"	"-0.022"	"14.967"
"29.000"	"0.795"	"-0.009"	"-0.007"	"14.821"
"30.000"	"0.795"	"-0.019"	"-0.019"	"14.431"
"31.000"	"0.808"	"-0.026"	"-0.009"	"14.274"
"32.000"	"0.796"	"-0.004"	"-0.011"	"13.960"
"33.000"	"0.795"	"0.004"	"0.029"	"13.822"
"34.000"	"0.795"	"0.016"	"0.019"	"13.602"
"35.000"	"0.812"	"0.018"	"0.016"	"12.380"
"36.000"	"0.798"	"0.011"	"0.022"	"13.146"
"37.000"	"0.798"	"0.018"	"0.006"	"12.921"
"38.000"	"0.795"	"-0.013"	"0.016"	"12.777"
"39.000"	"0.792"	"-0.006"	"-0.038"	"12.653"
"40.000"	"0.793"	"-0.023"	"-0.020"	"12.523"
"41.000"	"0.970"	"0.002"	"-0.019"	"12.287"
"42.000"	"1.180"	"0.009"	"0.013"	"12.051"
"43.000"	"1.400"	"0.027"	"0.005"	"11.875"
"44.000"	"1.392"	"0.023"	"-0.006"	"11.853"
